session;date;dorsal;player;time;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;max_speed;average_speed;num_dec_expl;max_dec;num_acc_expl;max_acc;player_load;hmld;hmld_count;hmld_relative;hmld_time;hid_intervals;num_hids;hsr;sprints;num_hsr;time_vrange4;rpe
Partido x Hércules C.F;9/7/2024;17;E. Jiménez;102.52;10414.65;101.59;1511.02;2834.01;3815.26;1694.53;305.10;202.04;30.96;6.05;101;-7,985;100;5,133;0.00;1966.78;439;19.18;9.51;3.45;32;506.54;12;32;6.08;
Partido x Hércules C.F;9/7/2024;18;Burlamaqui;102.52;11385.41;111.06;1483.12;2884.23;4120.63;2144.29;215.35;127.93;30.02;6.23;133;-6,266;109;5,164;0.00;1906.64;463;18.60;9.12;3.18;25;326.24;11;25;7.59;10
Partido x Hércules C.F;9/7/2024;21;Sito;38.57;3712.31;96.25;601.21;983.09;1293.40;635.22;124.87;59.70;27.18;5.73;49;-5,251;46;4,690;0.00;766.72;183;19.88;3.69;3.30;11;178.56;4;11;2.33;5
Partido x Hércules C.F;9/7/2024;23;Ñito González;82.39;9068.19;110.06;1105.23;1979.26;3254.08;2032.81;422.93;215.86;28.19;6.45;89;-6,539;75;4,560;0.00;1952.14;366;23.69;8.51;1.69;41;635.13;17;41;7.25;10
Sesión Nº 40;9/9/2024;1;Pol;36.70;1898.46;51.73;757.79;258.62;404.30;387.27;0.00;0.00;18.80;3.00;2;-2,762;5;3,192;0.00;32.09;38;0.87;0.43;0.00;0;0.00;0;0;1.33;
Sesión Nº 40;9/9/2024;7;Zequi;50.36;2934.15;58.26;972.86;609.09;502.68;333.99;264.04;149.15;30.21;4.60;35;-6,664;46;5,125;0.00;884.14;155;17.56;3.56;0.26;14;408.31;7;14;1.15;
Sesión Nº 40;9/9/2024;14;Elady;50.36;3406.91;67.65;851.32;783.57;875.30;557.85;199.13;43.19;26.16;4.80;68;-5,699;73;4,537;0.00;895.75;265;17.79;4.85;0.42;13;232.80;2;13;1.87;
Sesión Nº 40;9/9/2024;16;Nacho;45.90;2569.51;55.98;716.53;707.30;673.89;295.80;58.61;26.28;25.99;3.33;65;-5,553;55;3,995;0.00;555.88;211;12.11;3.24;0.53;6;84.89;2;6;1.04;
Sesión Nº 40;9/9/2024;19;De Santis;45.90;2890.23;62.96;879.63;885.97;675.54;304.58;47.71;20.65;26.12;3.75;57;-7,040;59;4,890;0.00;585.69;234;12.76;3.60;0.35;7;68.36;2;7;1.10;
Sesión Nº 40;9/9/2024;20;Miki Codina;50.36;3774.30;74.95;971.09;863.51;869.58;540.32;320.68;132.77;29.95;5.32;61;-7,288;67;5,218;0.00;1033.50;244;20.52;4.70;0.30;17;444.97;6;17;1.83;
Sesión Nº 40;9/9/2024;21;Sito;50.36;2852.24;56.64;947.42;673.99;446.53;471.62;172.95;52.81;26.11;4.34;36;-6,644;52;4,707;0.00;576.05;168;11.44;2.90;0.62;9;219.74;4;9;1.60;5
Sesión Nº 40;9/9/2024;22;S. Montero;50.36;3469.22;68.89;1021.31;646.80;795.96;548.55;330.23;34.47;27.05;4.98;55;-5,906;61;5,036;0.00;1020.16;245;20.26;4.87;0.23;13;355.59;2;13;1.86;8
Sesión Nº 40;9/9/2024;24;Alex Gil;50.36;3289.88;65.33;891.30;626.41;792.55;459.88;275.30;158.69;27.93;4.54;59;-5,719;65;5,204;0.00;1119.60;223;22.23;4.99;0.48;13;432.17;7;13;1.59;
Sesión Nº 41;9/11/2024;2;San Emeterio;69.45;4413.18;63.55;1123.34;1075.99;1465.31;548.53;35.61;2.10;23.75;3.50;109;-5,411;90;4,707;0.00;978.22;407;14.09;6.38;2.18;5;32.25;0;5;1.99;6
Sesión Nº 41;9/11/2024;4;A. Hernández;69.45;4005.45;57.67;1310.98;1128.38;1107.69;308.69;10.25;0.00;23.34;3.21;71;-5,084;76;4,833;0.00;669.05;331;9.63;4.83;0.00;1;9.63;0;1;1.13;6
Sesión Nº 41;9/11/2024;5;Llonch;69.45;4174.53;60.11;1566.30;1232.74;1177.22;101.58;0.00;0.00;16.91;3.22;57;-4,519;42;4,152;0.00;469.68;295;6.76;4.03;0.00;0;0.00;0;0;0.39;4
Sesión Nº 41;9/11/2024;6;Julio;69.45;4298.03;61.89;1199.35;1037.45;1522.29;373.73;32.47;3.48;23.59;3.44;55;-4,910;67;4,966;0.00;726.00;272;10.45;4.62;0.72;3;31.69;0;3;1.36;
Sesión Nº 41;9/11/2024;7;Zequi;69.45;4648.75;66.94;1213.71;1189.87;1594.89;514.07;3.67;0.00;20.26;3.75;87;-4,989;110;5,064;0.00;848.50;373;12.22;5.75;0.00;0;0.00;0;0;1.90;
Sesión Nº 41;9/11/2024;8;Nsue;69.45;4491.44;64.67;1301.39;1242.95;1331.08;390.43;66.14;41.45;27.62;3.60;70;-6,517;85;4,675;0.00;854.28;328;12.30;5.38;0.52;8;107.58;5;8;1.41;
Sesión Nº 41;9/11/2024;10;Borja M.;69.45;4547.11;65.47;1222.95;1436.74;1267.49;415.97;69.47;31.00;25.92;3.66;73;-6,384;76;5,356;0.00;805.44;305;11.60;4.59;0.17;12;95.53;4;12;1.47;5
Sesión Nº 41;9/11/2024;11;Pol Roige;69.45;4871.06;70.14;1085.01;1458.37;1752.36;440.66;27.15;2.74;23.43;3.98;64;-5,860;84;4,805;0.00;813.91;348;11.72;5.39;2.79;5;23.37;0;5;1.59;
Sesión Nº 41;9/11/2024;14;Elady;69.45;4845.56;69.77;1084.38;1596.97;1569.65;417.52;26.04;14.16;28.52;3.89;97;-5,981;85;4,659;0.00;855.00;371;12.31;5.72;0.22;4;39.59;1;4;1.53;
Sesión Nº 41;9/11/2024;16;Nacho;69.45;4037.95;58.14;1119.23;1197.18;1270.67;320.79;10.51;0.00;21.94;3.25;86;-5,368;98;5,632;0.00;751.59;365;10.82;5.43;0.00;1;6.25;0;1;1.18;
Sesión Nº 41;9/11/2024;17;E. Jiménez;69.45;4575.69;65.89;1154.94;1202.96;1516.67;557.38;26.28;0.00;22.19;3.68;101;-5,851;109;5,173;0.00;1012.59;407;14.58;6.50;3.19;3;20.88;0;3;2.05;
Sesión Nº 41;9/11/2024;18;Burlamaqui;69.45;4242.51;61.09;1358.66;1127.04;1234.18;318.43;47.73;15.11;26.52;3.40;103;-6,172;112;6,870;0.00;839.38;403;12.09;5.79;0.60;8;61.60;2;8;1.13;8
Sesión Nº 41;9/11/2024;19;De Santis;69.45;4221.28;60.78;1302.47;1395.45;1034.93;305.76;61.64;34.51;25.98;3.49;59;-4,958;76;4,949;0.00;714.22;292;10.28;4.66;0.58;6;91.99;3;6;1.09;
Sesión Nº 41;9/11/2024;20;Miki Codina;69.45;4637.26;66.77;1296.01;1187.57;1462.04;466.85;61.57;49.49;27.24;3.83;97;-6,404;95;5,001;0.00;1001.88;371;14.43;5.92;0.31;9;107.48;3;9;1.67;
Sesión Nº 41;9/11/2024;21;Sito;69.45;4096.25;58.98;1258.48;1382.67;1061.30;266.02;25.75;0.00;22.38;3.35;66;-5,337;73;4,733;0.00;647.76;291;9.33;4.51;1.32;3;23.32;0;3;0.96;6
Sesión Nº 41;9/11/2024;22;S. Montero;69.45;5102.95;73.48;1237.21;1109.09;1929.12;488.96;113.62;71.39;25.93;4.06;91;-6,566;95;4,515;0.00;1067.00;383;15.36;6.37;0.35;11;185.00;5;11;1.76;8
Sesión Nº 41;9/11/2024;23;Ñito González;69.45;4528.26;65.20;1164.61;1106.86;1575.61;506.39;44.05;14.56;24.65;3.67;64;-5,340;70;4,819;0.00;815.80;305;11.75;5.19;0.34;3;54.96;2;3;1.85;5
Sesión Nº 41;9/11/2024;24;Alex Gil;69.45;4188.52;60.31;1175.83;928.51;1478.06;539.21;7.94;0.67;22.70;3.66;68;-6,471;59;4,984;0.00;668.88;305;9.63;4.77;0.28;2;6.21;0;2;1.99;
Sesión Nº 42;9/12/2024;2;San Emeterio;70.68;7779.63;110.06;1039.10;1744.60;2628.04;1627.67;240.97;136.34;28.99;6.07;89;-6,140;82;4,399;0.00;1591.65;375;22.52;7.69;2.11;22;370.72;7;22;5.76;7
Sesión Nº 42;9/12/2024;3;Mendibe;70.68;6329.42;89.55;1186.87;1720.44;2291.21;814.28;124.40;121.52;28.59;5.24;70;-6,524;49;5,050;0.00;1170.39;292;16.56;6.01;2.99;14;241.09;10;14;2.92;
Sesión Nº 42;9/12/2024;4;A. Hernández;70.68;6489.36;91.81;1112.41;1690.86;2459.75;955.71;54.72;4.80;24.36;5.25;69;-5,668;71;4,710;0.00;1032.69;322;14.61;6.45;1.02;6;52.38;1;6;3.46;2
Sesión Nº 42;9/12/2024;5;Llonch;56.77;5039.21;88.76;914.93;1031.36;1703.48;822.15;243.94;87.13;26.03;5.12;47;-4,977;33;3,952;0.00;900.97;193;15.87;4.25;0.40;10;329.29;4;10;2.92;8
Sesión Nº 42;9/12/2024;6;Julio;70.68;7071.67;100.05;1029.13;1748.22;3150.93;1011.87;74.81;7.18;25.98;5.89;58;-4,062;77;4,326;0.00;1013.74;298;14.34;5.87;2.44;8;81.98;1;8;3.69;
Sesión Nº 42;9/12/2024;7;Zequi;70.68;7377.96;104.38;944.84;1964.02;2705.37;1298.21;218.47;185.56;29.16;6.10;84;-6,219;61;4,471;0.00;1478.32;330;20.91;7.06;1.68;20;392.59;13;20;4.66;
Sesión Nº 42;9/12/2024;8;Nsue;70.68;7112.75;100.63;1016.95;1951.63;2764.37;1115.66;164.09;46.20;29.50;5.88;49;-7,445;76;4,284;0.00;1204.22;297;17.04;6.03;1.78;19;196.51;2;19;4.03;
Sesión Nº 42;9/12/2024;10;Borja M.;70.68;7590.27;107.39;1030.37;2177.14;2398.68;1052.18;284.08;299.87;30.95;6.01;86;-5,770;70;4,775;0.00;1781.99;325;25.21;7.58;1.10;32;572.23;16;32;3.67;6
Sesión Nº 42;9/12/2024;11;Pol Roige;70.68;7150.25;101.16;1140.70;1703.30;2689.93;1130.09;191.53;186.41;30.54;5.84;60;-6,793;80;4,905;0.00;1412.10;306;19.98;6.57;1.58;23;370.01;8;23;4.04;
Sesión Nº 42;9/12/2024;14;Elady;70.68;7135.56;100.95;871.49;2261.69;2404.92;1343.49;180.26;53.48;27.74;5.98;77;-6,380;72;5,068;0.00;1315.27;335;18.61;6.86;1.42;23;230.17;5;23;4.77;
Sesión Nº 42;9/12/2024;16;Nacho;70.68;6712.80;94.97;1081.81;1732.62;2683.54;1007.43;71.07;23.96;26.34;5.48;79;-7,393;59;4,734;0.00;1083.86;305;15.33;6.22;4.86;9;91.41;3;9;3.68;
Sesión Nº 42;9/12/2024;17;E. Jiménez;70.68;7231.70;102.31;1115.71;1876.79;2613.25;1149.84;167.89;91.20;27.34;5.75;91;-5,602;97;4,486;0.00;1409.43;371;19.94;7.26;1.72;18;249.21;7;18;4.10;
Sesión Nº 42;9/12/2024;18;Burlamaqui;70.68;6817.32;96.45;1076.91;1657.95;2845.84;1045.83;72.21;66.68;28.32;5.67;87;-5,835;105;4,806;0.00;1263.02;391;17.87;7.07;0.48;8;122.04;6;8;3.83;7
Sesión Nº 42;9/12/2024;19;De Santis;70.68;7119.92;100.73;904.13;2494.56;2232.97;1054.48;191.68;222.30;31.64;5.98;68;-6,178;72;5,519;0.00;1433.79;292;20.29;6.48;1.75;26;407.37;13;26;3.75;
Sesión Nº 42;9/12/2024;20;Miki Codina;70.68;6858.78;97.04;1074.69;1897.26;2588.81;905.75;176.94;167.77;32.69;5.74;66;-4,815;62;4,626;0.00;1274.35;289;18.03;6.26;2.75;21;339.26;11;21;3.25;
Sesión Nº 42;9/12/2024;21;Sito;70.68;6728.27;95.19;961.30;2153.20;2554.23;801.39;101.91;99.89;31.35;5.57;56;-6,681;77;4,389;0.00;1109.79;292;15.70;5.77;2.41;11;188.52;5;11;2.87;6
Sesión Nº 42;9/12/2024;22;S. Montero;70.68;7655.09;108.30;1057.79;1489.27;3325.12;1367.40;254.03;93.72;27.71;6.36;96;-7,053;89;4,518;0.00;1678.86;418;23.75;8.70;1.42;25;339.24;8;25;4.91;8
Sesión Nº 42;9/12/2024;23;Ñito González;70.68;6953.05;98.37;1146.67;1453.15;2757.84;1297.32;134.56;95.53;27.15;5.77;59;-5,315;72;4,486;0.00;1263.51;326;17.88;6.86;1.31;16;228.89;5;16;4.71;6
Sesión Nº 43;9/13/2024;2;San Emeterio;39.35;2084.14;52.96;660.64;451.96;603.52;220.95;34.67;19.79;26.44;2.73;18;-4,682;14;4,911;0.00;311.77;69;7.92;1.64;4.41;4;54.47;2;4;0.78;2
Sesión Nº 43;9/13/2024;3;Mendibe;53.04;2128.37;40.13;787.75;565.08;444.94;99.62;13.12;0.00;22.85;1.84;13;-5,154;10;4,046;0.00;115.53;47;2.18;0.89;0.00;1;13.12;0;1;0.34;
Sesión Nº 43;9/13/2024;4;A. Hernández;55.60;2019.42;36.32;730.64;546.21;503.17;122.74;6.53;5.07;24.75;1.97;8;-3,951;12;3,786;0.00;161.05;53;2.90;1.06;0.00;1;11.59;1;1;0.44;3
Sesión Nº 43;9/13/2024;5;Llonch;39.35;1941.40;49.33;747.00;356.17;566.34;154.57;0.00;0.00;17.97;2.57;11;-4,715;19;3,608;0.00;192.69;79;4.90;1.39;0.00;0;0.00;0;0;0.57;3
Sesión Nº 43;9/13/2024;6;Julio;39.35;1336.04;33.95;538.59;197.63;374.68;135.98;5.71;0.00;21.32;1.55;5;-3,721;11;3,737;0.00;146.81;36;3.73;0.84;0.00;1;4.46;0;1;0.48;
Sesión Nº 43;9/13/2024;7;Zequi;53.11;3099.61;58.36;804.30;611.75;905.01;450.39;104.78;86.78;27.71;3.07;22;-4,250;32;4,998;0.00;617.10;115;11.62;2.71;1.40;9;187.25;5;9;1.53;
Sesión Nº 43;9/13/2024;8;Nsue;54.65;2473.55;45.26;1082.93;521.92;465.01;217.58;3.15;0.00;21.43;2.33;12;-4,053;19;3,924;0.00;259.67;77;4.75;1.72;0.00;0;0.00;0;0;0.72;
Sesión Nº 43;9/13/2024;10;Borja M.;53.84;2950.46;54.80;735.45;686.45;771.70;451.92;84.81;78.00;29.30;3.00;27;-5,795;27;5,268;0.00;524.60;110;9.74;2.18;0.78;9;157.18;5;9;1.53;3
Sesión Nº 43;9/13/2024;11;Pol Roige;50.10;2431.68;48.53;694.54;571.43;634.07;330.93;74.92;67.52;27.10;2.65;16;-5,547;22;4,700;0.00;477.08;88;9.52;2.05;0.49;9;142.44;5;9;1.15;
Sesión Nº 43;9/13/2024;14;Elady;50.03;2200.16;43.98;775.16;443.41;470.33;292.79;62.23;26.09;26.86;2.17;27;-3,645;21;5,178;0.00;424.78;101;8.49;2.23;0.76;6;87.71;2;6;1.01;
Sesión Nº 43;9/13/2024;16;Nacho;39.35;2183.83;55.49;567.10;610.61;624.03;218.31;18.76;0.00;22.51;2.93;14;-6,751;12;7,116;0.00;221.37;60;5.62;1.27;0.67;2;18.76;0;2;0.76;
Sesión Nº 43;9/13/2024;17;E. Jiménez;39.35;2153.07;54.71;536.99;566.37;626.37;212.76;42.10;30.33;26.62;2.83;14;-5,096;24;4,680;0.00;335.41;84;8.52;1.88;3.40;3;72.43;2;3;0.73;
Sesión Nº 43;9/13/2024;18;Burlamaqui;53.40;2162.14;40.49;841.51;400.82;485.44;255.84;21.26;2.11;23.81;2.00;18;-3,451;23;3,973;0.00;264.00;81;4.94;1.52;1.31;3;20.81;0;3;0.87;6
Sesión Nº 43;9/13/2024;19;De Santis;54.21;2438.25;44.98;744.76;613.29;589.71;361.44;16.40;1.38;23.16;2.48;18;-4,058;33;5,089;0.00;306.11;98;5.65;1.76;2.04;2;15.95;0;2;1.25;
Sesión Nº 43;9/13/2024;20;Miki Codina;54.06;2814.62;52.06;833.45;750.89;724.35;309.29;61.86;49.22;26.70;2.98;21;-4,115;27;4,672;0.00;455.12;100;8.42;2.35;2.12;5;109.23;3;5;1.07;
Sesión Nº 43;9/13/2024;21;Sito;39.35;2535.09;64.42;553.43;855.21;545.87;386.82;65.63;7.75;24.05;3.32;17;-5,747;26;5,384;0.00;382.10;91;9.71;1.93;1.76;7;72.11;0;7;1.30;5
Sesión Nº 43;9/13/2024;22;S. Montero;58.90;2648.65;44.97;912.74;550.49;596.77;350.57;55.86;16.69;25.08;2.51;21;-5,302;30;4,567;0.00;383.39;103;6.51;1.92;0.74;6;71.90;1;6;1.15;3
Sesión Nº 43;9/13/2024;23;Ñito González;39.35;1606.98;40.83;560.12;269.82;443.63;170.44;5.87;0.00;21.90;2.07;5;-3,159;6;3,002;0.00;154.62;45;3.93;0.94;0.00;1;5.87;0;1;0.58;3
Sesión Nº 44;9/14/2024;2;San Emeterio;63.99;3297.33;51.53;907.25;995.78;998.40;250.26;3.73;0.00;21.18;3.11;43;-6,116;51;4,506;0.00;429.98;178;6.72;2.77;0.00;0;0.00;0;0;0.89;3
Sesión Nº 44;9/14/2024;3;Mendibe;63.99;3177.63;49.66;964.12;1063.79;842.97;179.56;10.99;1.40;23.96;3.07;36;-4,964;35;4,985;0.00;338.56;148;5.29;2.34;0.00;1;11.78;0;1;0.64;
Sesión Nº 44;9/14/2024;4;A. Hernández;63.99;3582.69;55.99;1021.01;962.16;1152.53;298.40;6.85;0.00;21.43;3.64;42;-4,746;57;4,411;0.00;504.50;195;7.88;3.24;0.00;1;4.99;0;1;1.07;4
Sesión Nº 44;9/14/2024;5;Llonch;63.99;3443.84;53.82;983.88;933.65;1176.68;214.62;0.60;0.00;19.80;3.29;44;-5,440;28;3,583;0.00;374.07;171;5.85;2.64;0.00;0;0.00;0;0;0.78;5
Sesión Nº 44;9/14/2024;6;Julio;63.99;3151.95;49.26;987.50;948.68;912.48;150.20;2.46;0.00;20.29;2.71;26;-4,471;42;4,148;0.00;369.47;141;5.77;2.55;0.00;0;0.00;0;0;0.53;
Sesión Nº 44;9/14/2024;7;Zequi;63.99;3514.95;54.93;1001.91;1139.95;1032.65;208.95;0.00;0.00;18.78;3.15;39;-4,549;46;4,007;0.00;482.59;208;7.54;3.37;0.00;0;0.00;0;0;0.77;
Sesión Nº 44;9/14/2024;8;Nsue;63.99;3465.80;54.16;1086.51;1128.20;881.58;225.63;0.00;0.00;19.01;3.01;37;-5,140;56;6,673;0.00;449.48;182;7.03;3.06;0.00;0;0.00;0;0;0.82;
Sesión Nº 44;9/14/2024;10;Borja M.;63.99;3639.15;56.87;847.92;1229.29;1140.67;246.44;12.02;0.00;22.17;3.54;50;-4,707;66;4,576;0.00;441.08;192;6.89;2.83;0.00;1;5.79;0;1;0.88;4
Sesión Nº 44;9/14/2024;11;Pol Roige;63.99;3472.72;54.27;961.47;1049.72;1035.46;219.68;12.50;2.13;22.99;3.33;24;-4,789;35;4,230;0.00;338.94;131;5.30;1.99;0.00;2;8.40;0;2;0.79;
Sesión Nº 44;9/14/2024;14;Elady;63.99;3366.39;52.61;941.36;1089.30;968.63;240.83;0.60;0.00;19.95;3.05;44;-5,129;55;4,542;0.00;441.11;169;6.89;2.93;0.00;0;0.00;0;0;0.88;
Sesión Nº 44;9/14/2024;16;Nacho;63.99;2804.74;43.83;1013.39;874.01;561.56;201.62;19.06;1.42;23.14;2.71;28;-5,766;26;4,710;0.00;328.87;117;5.14;2.18;0.95;2;20.48;0;2;0.71;
Sesión Nº 44;9/14/2024;17;E. Jiménez;63.99;3246.60;50.74;854.71;1015.79;977.01;267.08;11.92;0.00;22.11;3.31;42;-5,361;57;5,051;0.00;488.97;188;7.64;2.96;0.55;2;10.05;0;2;0.95;
Sesión Nº 44;9/14/2024;18;Burlamaqui;63.99;3441.04;53.78;965.50;1001.06;990.30;309.46;14.38;0.70;22.49;3.20;60;-6,094;58;5,486;0.00;513.27;213;8.02;3.36;0.00;1;6.36;0;1;1.08;7
Sesión Nº 44;9/14/2024;19;De Santis;63.99;3534.09;55.23;901.63;1181.55;939.17;334.27;14.86;0.00;21.58;3.34;39;-6,000;65;4,841;0.00;503.34;203;7.87;3.22;0.95;2;12.96;0;2;1.18;
Sesión Nº 44;9/14/2024;20;Miki Codina;63.99;3407.49;53.25;980.58;1067.15;978.00;264.77;3.10;0.00;20.42;3.20;41;-5,764;45;4,479;0.00;422.02;157;6.59;2.73;0.00;0;0.00;0;0;0.95;
Sesión Nº 44;9/14/2024;21;Sito;63.99;3110.93;48.62;869.59;1068.45;805.19;210.52;0.00;0.00;19.46;2.83;29;-4,884;47;4,603;0.00;363.87;153;5.69;2.46;0.00;0;0.00;0;0;0.75;5
Sesión Nº 44;9/14/2024;22;S. Montero;63.99;3403.14;53.19;987.81;917.29;1092.97;258.40;4.37;0.00;20.86;3.40;56;-5,015;48;4,570;0.00;464.27;197;7.26;3.08;0.00;0;0.00;0;0;0.93;4
Sesión Nº 44;9/14/2024;23;Ñito González;63.99;3245.09;50.72;1003.28;864.50;1034.96;180.54;3.71;0.00;21.12;3.10;23;-4,070;40;3,819;0.00;361.53;149;5.65;2.45;0.00;0;0.00;0;0;0.65;6
Partido x C.D Alcoyano;9/15/2024;2;San Emeterio;96.88;11316.94;116.82;1188.16;2668.37;4352.55;2425.23;396.52;155.68;28.15;6.86;149;-6,131;120;5,296;0.00;2333.89;556;24.09;11.15;2.18;41;543.81;10;41;8.66;9
Partido x C.D Alcoyano;9/15/2024;3;Mendibe;60.79;6214.23;102.22;858.59;1610.58;2422.62;1092.07;113.10;87.28;27.50;6.19;74;-6,084;85;5,028;0.00;1179.15;328;19.40;6.26;3.68;13;194.98;8;13;3.96;
Partido x C.D Alcoyano;9/15/2024;4;A. Hernández;96.88;10181.00;105.09;1436.44;2605.39;3961.01;1768.21;221.39;113.94;28.98;6.22;111;-5,720;121;4,473;0.00;2012.44;526;20.77;10.72;3.24;26;332.88;10;26;6.46;8
Partido x C.D Alcoyano;9/15/2024;6;Julio;96.88;10852.94;112.03;1282.31;2653.49;4571.76;1997.11;166.04;41.79;26.48;6.55;91;-6,180;90;4,572;0.00;1639.30;441;16.92;8.69;5.11;14;192.06;3;14;7.26;
Partido x C.D Alcoyano;9/15/2024;7;Zequi;60.68;7110.53;117.18;763.55;1608.10;2799.72;1390.33;221.98;118.73;29.74;6.48;108;-7,098;100;4,704;0.00;1621.63;396;26.72;7.82;2.01;24;337.63;10;24;4.86;
Partido x C.D Alcoyano;9/15/2024;8;Nsue;77.28;8170.93;105.74;1118.49;2169.56;3263.53;1317.65;156.02;100.39;29.55;6.32;91;-5,669;111;5,118;0.00;1590.69;401;20.59;8.04;3.39;21;252.79;7;21;4.75;
Partido x C.D Alcoyano;9/15/2024;11;Pol Roige;38.24;4271.40;111.71;552.65;898.09;1649.72;789.52;110.19;62.19;28.20;6.10;48;-5,520;41;5,927;0.00;829.74;191;21.70;4.00;2.67;12;171.75;3;12;2.76;
Partido x C.D Alcoyano;9/15/2024;14;Elady;29.89;3471.78;116.17;359.09;870.75;1299.07;724.93;111.49;63.31;27.70;6.80;37;-6,073;30;3,773;0.00;724.08;151;24.23;3.33;2.33;13;171.16;5;13;2.59;
Partido x C.D Alcoyano;9/15/2024;17;E. Jiménez;37.35;4444.65;119.01;458.06;954.53;1756.03;1018.71;157.92;47.11;28.16;6.97;48;-4,773;53;4,308;0.00;946.25;213;25.34;4.56;2.44;12;197.75;4;12;3.68;
Partido x C.D Alcoyano;9/15/2024;18;Burlamaqui;77.94;8105.00;103.99;1031.70;2357.65;3212.46;1215.12;152.08;84.15;28.60;6.18;126;-6,763;116;5,778;0.00;1605.18;456;20.59;8.53;3.45;25;228.96;7;25;4.44;9
Partido x C.D Alcoyano;9/15/2024;19;De Santis;20.75;2399.90;115.64;273.03;723.78;709.90;334.42;54.85;68.39;29.07;5.80;20;-5,465;30;5,400;0.00;495.66;98;23.88;2.13;1.58;8;123.24;4;8;1.09;
Partido x C.D Alcoyano;9/15/2024;20;Miki Codina;96.88;10376.29;107.11;1475.50;2227.64;4277.09;1749.48;277.58;298.07;30.29;6.36;120;-7,526;97;4,400;0.00;2129.90;466;21.99;10.10;2.92;35;568.34;17;35;6.27;
Partido x C.D Alcoyano;9/15/2024;21;Sito;68.14;6919.46;101.54;858.63;2243.33;2571.02;1043.92;113.98;43.87;26.96;5.92;67;-5,545;74;4,529;0.00;1115.20;319;16.37;5.89;1.72;13;157.85;2;13;3.77;7
Partido x C.D Alcoyano;9/15/2024;23;Ñito González;96.88;11282.77;116.47;1179.01;2667.62;4279.99;2504.95;410.05;187.29;28.59;6.93;141;-7,515;125;4,741;0.00;2648.86;582;27.34;12.68;2.49;42;589.20;14;42;8.98;9
Partido x C.D Alcoyano;9/15/2024;24;Alex Gil;19.86;2100.28;105.74;288.74;387.08;829.00;479.81;43.56;17.13;28.85;6.02;35;-5,308;31;4,181;0.00;405.89;118;20.43;2.17;2.91;5;55.22;1;5;1.71;
Sesión Nº45;9/16/2024;5;Llonch;55.91;4021.11;71.92;1162.57;760.99;1419.43;528.13;54.00;5.57;24.29;4.13;81;-5,841;70;4,587;0.00;674.53;291;12.06;4.09;0.78;6;57.69;0;6;1.88;8
Sesión Nº45;9/16/2024;10;Borja M.;55.91;3495.20;62.52;1081.64;909.32;877.38;324.11;116.01;86.26;30.48;3.47;54;-6,350;64;4,728;0.00;803.63;231;14.37;3.97;1.50;14;200.45;5;14;1.14;6
Sesión Nº45;9/16/2024;11;Pol Roige;55.91;3647.82;65.25;979.75;800.76;1179.52;441.19;96.03;62.84;27.98;3.64;33;-4,645;49;4,364;0.00;727.03;194;13.00;4.01;0.44;10;155.84;4;10;1.59;
Sesión Nº45;9/16/2024;12;Keita;55.91;3739.60;66.89;1037.36;1075.51;974.86;343.80;85.05;114.08;29.91;3.68;65;-6,651;73;5,350;0.00;800.30;274;14.31;4.38;0.43;9;199.13;7;9;1.22;6
Sesión Nº45;9/16/2024;14;Elady;55.91;3330.61;59.57;1019.84;892.71;792.11;400.75;68.57;54.30;27.84;3.29;55;-6,746;59;4,340;0.00;637.23;229;11.40;3.83;0.43;9;122.87;5;9;1.38;
Sesión Nº45;9/16/2024;16;Nacho;55.91;3392.13;60.67;898.50;974.09;907.62;400.60;67.15;23.16;24.94;3.34;64;-4,984;67;4,602;0.00;609.15;234;10.90;3.62;1.02;5;83.01;3;5;1.40;
Sesión Nº45;9/16/2024;17;E. Jiménez;55.91;3519.94;62.96;994.04;903.05;960.38;430.93;84.82;32.20;26.26;3.47;56;-5,595;68;4,353;0.00;697.26;279;12.47;4.22;0.50;10;109.11;4;10;1.51;
Sesión Nº45;9/16/2024;19;De Santis;55.91;3850.76;68.88;1012.31;1158.20;943.52;443.51;99.63;83.66;30.34;3.81;61;-5,186;70;5,257;0.00;781.45;257;13.98;4.11;0.50;11;177.83;4;11;1.57;
Sesión Nº45;9/16/2024;22;S. Montero;55.91;3591.79;64.25;1062.16;681.75;1194.43;394.60;83.52;59.17;29.20;3.55;57;-6,079;63;4,459;0.00;730.34;236;13.06;4.04;0.51;7;141.47;3;7;1.39;7
Sesión Nº45;9/16/2024;24;Alex Gil;55.91;3455.77;61.81;1033.20;814.56;1039.27;375.18;63.78;25.00;27.07;3.43;72;-6,022;60;4,866;0.00;675.48;262;12.08;3.99;0.55;9;88.17;3;9;1.32;
Sesión Nº 46;9/18/2024;2;San Emeterio;74.85;5056.53;67.55;1138.32;1229.40;2017.86;490.59;43.40;9.22;24.60;3.71;85;-6,456;77;4,562;0.00;905.37;312;12.10;5.41;0.25;7;47.73;1;7;1.76;7
Sesión Nº 46;9/18/2024;3;Mendibe;74.85;4964.86;66.33;1070.70;1419.67;1806.76;438.87;67.97;25.28;27.01;3.63;68;-6,408;76;4,810;0.00;897.89;314;11.99;5.31;3.48;7;91.43;2;7;1.56;
